-NqUWliDsTgSd_QNEFWNyA,wpQsmMvdhefqIlxvRt_Jbg,DonDon Izakaya,3.0,314,1,2018-11-15 03:21:35,HbWwwpGfdrKzwJBFe59dSw,1.0,1.0,"",Andy,1
0gtEsazPeHr5rj2IAsZePg,XplJHcYSQTFlwv3Rk8WsYw,Shanghai Dim Sum,3.5,94,1,2017-01-28 02:40:39,v-TuywW__Yxg-oG6RSXJCA,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,-J6FVdY9pSgAdFmmalO-pQ,Jatujak,4.0,336,1,2017-05-14 19:39:40,gpxG9hhkAfuteoCna36u6Q,3.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,g1UVmCOhQDY7TGSZ2rRT_w,Congee Queen,3.5,176,1,2017-01-16 00:14:21,c6Mm13sY340prnGtwuRoCg,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,2VtTzskzFcwVnXgGYsY1lQ,The Captain's Boil,3.5,67,1,2017-01-16 00:16:40,mon3nk55SC29B7I1lClv4Q,3.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,KVpvE6pOPM9KMvak4HFsNg,Pizzeria Libretto,4.0,538,1,2014-12-26 19:05:34,Ae84VLsggPsMClcN7G69Sw,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,IHt79wxZHkD7QSzlDRDivw,Ho Ho Barbeque,4.5,91,1,2015-11-25 23:55:57,nwxV1FlHLN_c2qlC7EwGOQ,5.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,oc8204pyvf9ixdA4JzzaLA,The Good Son,4.0,177,1,2017-05-08 00:38:23,z-8FUXrkT2ek1XpsVwsl5Q,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,DF_w5Hwgi4bLgZH8_6F3cA,Banh Mi 24,4.0,40,0,2015-08-13 15:41:09,MpGd22Q5mnzT-x4mFKEWhA,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,ziGwa9EEOHMaPWbdp8tSDg,Tea Monkey Cafe,4.0,12,0,2016-03-26 20:16:53,imiGAlVgrcXiP--IfApeZw,3.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,Bo3dqwrjRbGFDf3S59HzDQ,Harlem Restaurant,3.0,177,0,2016-02-20 01:50:45,VIwM-HA6sJ4w9jo17fFxQg,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,49fcUkW5tOHlqBakrWTMzQ,North of Brooklyn Pizzeria,3.5,175,1,2015-01-11 00:57:48,71LyrxtNap9Y4QVWZ3jQMA,3.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,zgQHtqX0gqMw1nlBZl2VnQ,Momofuku Noodle Bar,3.0,1010,1,2019-06-04 00:07:37,EiUmTzsL-wJrgXbDg2cF8A,3.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,pSMK_FtULKiU-iuh7SMKwg,Blaze Fast-Fire'd Pizza,4.5,506,1,2019-12-01 01:45:02,qzFOg-cVqwyxqFa0D6KraA,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,N93EYZy9R0sdlEvubu94ig,Banh Mi Boys,4.5,1097,1,2015-01-04 01:01:16,ZRjoRcTccfFV1zSU-G7a1g,5.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,Ko-GLxKpNikHBABYhEtUjg,Topham Corner,4.5,17,0,2016-09-18 17:05:18,31DmCFyrcbqRFFt3nbWljA,3.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,XIQZC49qv_75_3sKQApSsw,Crosstown Coffee Bar,4.5,26,1,2018-05-20 02:51:58,aXfyT3P63T6K2YWaufPwtw,5.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,cFyXbPxTAwKRlIqe-XLMcw,STACK,4.0,277,1,2015-05-27 21:28:37,FDZ7jvUQ3DXg6LVzEiHrqA,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,kyJaqGToSG0p9w5GmnLLCQ,Hailed Coffee,4.5,43,1,2017-01-28 16:17:33,qKD8CXQgFjqcR09wPI3Gpg,5.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,N93EYZy9R0sdlEvubu94ig,Banh Mi Boys,4.5,1097,1,2014-11-30 22:57:49,VCUUDMXGZCv8hYEHswIZ7A,5.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,3dbAuGqDZYjwJ2Bv6I-e_w,Pho Nam Dinh,3.5,59,1,2017-11-20 17:20:08,kg9T-va_f_mv06qg-MagfA,5.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,-b-waFIsc6BJdXWOJMRKEQ,Marinellas Italian Restaurant,4.5,133,0,2015-08-09 16:22:34,hYK-REglgyyV4CBoe_07kg,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,jlMmivEPoYhIxxIqkb1SAg,Big Butcher Barbeque,4.0,42,0,2015-05-06 00:03:55,6aO-_tK8zpMzxCOnSAJahA,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,lkM72Y21bjBqUGaW7iL7tQ,Very Fair,3.0,95,1,2017-01-08 04:06:08,KnveHDAVvqEQeHrPRo-WAA,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,RwRNR4z3kY-4OsFqigY5sw,Uncle Tetsu's Japanese Cheesecake,3.5,1009,1,2015-07-14 15:31:47,9NJtMwwuhc3qrlUS8Fgy2A,3.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,P39yhVb1mR3akLeuSmH97g,Cheers Chicken & Beers,3.5,51,1,2017-11-25 03:39:47,ADLzwU2JjDBqFDhkFJiQUQ,3.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,RyDiwx4xD3Lx8sWHx1aFlQ,Smoque N' Bones,4.0,370,1,2015-03-27 01:23:03,VhSfcmHSNKWu-wMDKE-g-w,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,nBl_4gw5ecGzNkHyzfii8g,Terroni,3.5,650,1,2019-08-15 20:32:21,RrLjFvwaraGqNa8u2FmYhA,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,thzyiQZb16zD8wMliaEfRQ,Sushi Supreme,4.0,104,1,2016-06-25 00:35:29,6eMAuvnjIMcoQQwbUEmGvQ,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,L_thK7r3K_h5M4tV7amEKQ,Honey B Hives Restaurant,3.5,167,1,2017-03-18 18:47:37,QC2uol4pSraIArFwvZ0AHw,4.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,-TjzQsimpriXVYaH3HdtQA,The Fanzone Wings & Ribs,4.0,169,1,2015-08-02 02:03:21,EjptC6LC_tlpFDX__X-CBg,5.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,mRv3Z25F56qduMKnvnCkVA,Kokoya,3.5,46,0,2017-09-16 03:42:28,_2b2Yls5ccmNESZ1a3ST8Q,5.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,86W-L1l70wL-7n0lSfoY-Q,Rush Hour,4.5,41,1,2014-11-10 02:21:27,OegPMjewc5UUkS36SEjRnw,5.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,Vg4N2DsGrzzoam9jS1L3Wg,Johnny's Hamburgers,3.5,231,1,2017-01-04 18:27:04,XkK2g9pUva9f6vFcA61SaA,5.0,4.01,"2017,2018",Jacqui,391
0gtEsazPeHr5rj2IAsZePg,L-Yj3Y1bYKTSg4uE9KTVBw,Adamson Barbecue,4.5,284,1,2018-08-02 17:16:25,SurSN6RMW2HaOPcU5Csb9w,5.0,4.01,"2017,2018",Jacqui,391
0ik1WJ0y9sPkQCDA8-Iobw,RwRNR4z3kY-4OsFqigY5sw,Uncle Tetsu's Japanese Cheesecake,3.5,1009,1,2016-10-09 09:38:41,YW8ynfdStgClWDsr8KP0ig,1.0,3.0,"",Tabetha,2
0kfwxsxY9qG7tzm445x3JA,MgsOZpYSntKSCzNROiWgYQ,Bombay Palace,3.0,55,1,2014-01-13 01:48:45,n05q_8yuv4zdujzuJrAWUQ,5.0,3.17,"",Amber,6
0kfwxsxY9qG7tzm445x3JA,-OxDX2fPQLYi6ChW2Z6xxQ,Fresh On Bloor,3.5,308,1,2014-01-13 02:10:34,ISFpYWC2sM9AL15klUb3_w,5.0,3.17,"",Amber,6
0yRyStoyH7OWmvPHunCHeA,-av1lZI1JDY_RZN2eTMnWg,Salad King Restaurant,3.5,948,1,2014-07-10 11:28:09,m-RLwMAGDOtQtGrAdYT-WQ,4.0,4.13,"",Michael,8
12ZXDjdCzumyt8LtSlmgyw,piZ4JqJI5WTljJuQV7yZHQ,KINTON RAMEN,3.5,441,1,2015-01-04 19:06:36,NpGXGOxZb7vi3Lya-43xlg,3.0,4.04,"",Amy,21
12ZXDjdCzumyt8LtSlmgyw,grZEbAsZwWA3yJMwDRl0Nw,Etsu Restaurant,4.0,117,0,2015-01-04 19:14:33,vrcL7p07a2iJBV5_6xufyw,4.0,4.04,"",Amy,21
17QTDz0q0ev2Wpfj2T1dwg,G6EkDTXZ6zMUovg7JTG4YQ,Vietnam Noodle Star,3.5,201,1,2016-12-29 00:11:11,cQVISk9bt-5UOx8ruf7Yyg,1.0,2.4,"",Steph,10
17QTDz0q0ev2Wpfj2T1dwg,L_thK7r3K_h5M4tV7amEKQ,Honey B Hives Restaurant,3.5,167,1,2015-08-16 20:15:29,AA-j8TRQCVGoeF3EhQ-UbQ,4.0,2.4,"",Steph,10
189qfHhy28iYgIRvqh54Ig,xrA53WYhRCml2bMfpQ_Hig,La Palma,3.5,157,1,2018-07-25 15:07:15,6c7WrK5t5TpMAsVZk7qPYg,5.0,5.0,"",Shelley,5
18SBW_G7q9nzldNvvSAR6w,NPvkRgy3A0Elgx8IaMWIPQ,Farm Boy,4.5,33,1,2019-08-25 00:00:36,IXprIWm8U6F42Xso7ylHGQ,5.0,3.25,"",Alex,4
1L6fjkimYGhaIzForVtGYA,e6UDJBEIoXBbnXtdwkqIGA,Hot-Star,3.5,260,1,2018-01-01 08:27:41,ov6UAsi0igx5oq0kDZ0u4A,1.0,3.0,"",Mohammed,6
1nDVTDW3G2foQkklUrr3Wg,CvQf21Vfm3RD6L5iHZojCw,Gonoe Sushi,3.5,75,1,2018-07-19 23:34:26,t1UsAAPGdjYfbZ1UictbIA,1.0,3.6,"",Autumn,5
1uig-qWGU7Tr72iSGXEY9g,0k-3oy0FXPR2JU9PP-Gucg,Tim Horton's,4.5,3,1,2016-06-26 14:22:02,9lwSub4LBDLC8RjQrH6jkg,5.0,3.45,"",Maria,11
20vPOErif8merDRLRmbhqw,T_Vjy4_Z-F0mFQMLRHDTrQ,Jerk King,3.5,58,1,2017-07-19 19:53:49,gfpOUHwD8wrf6OvKSpYcjQ,4.0,4.6,"",Dev,5
20vPOErif8merDRLRmbhqw,Dnq4w6ajMifZFFTIR5cGxw,Dante's Inferno Paninoteca,4.5,31,1,2017-01-20 23:19:01,1KO9qD-M6zuL4twC0LIaUg,5.0,4.6,"",Dev,5
20vPOErif8merDRLRmbhqw,uh9NhQhOs6a0w3Vhk0xyvg,The Fry,2.5,86,1,2017-01-31 21:45:57,EbZtLRc-tSoobm24dGHtNA,4.0,4.6,"",Dev,5
20vPOErif8merDRLRmbhqw,BTtw9tkW4fw41L4s_PasrA,Caribbean Roti Palace,4.0,48,0,2016-12-15 17:25:04,GcDugy_dutSoYeDX1CmW2A,5.0,4.6,"",Dev,5
2EMxUNKtXqPFlQsX8maRMg,PyjnsWzNUTo1n2ohq0QznA,Dirty Food Eatery,4.5,99,1,2018-09-20 20:17:19,7Bq-_CDQ1v_S35cUin--6g,4.0,4.48,2018,Krystal,55
2FkJ8i8SFSEaDxU34tr5rg,1QwX7Cgkm6KnlcGNDTh6EQ,E11even,3.5,156,1,2013-10-02 12:17:36,xEC-qS0yav1YkcFJX5YX8A,2.0,3.89,"",Sean,18
2FkJ8i8SFSEaDxU34tr5rg,sJHf_8i4iky2yU4-PS1ksQ,King's Tacos,4.0,62,0,2014-01-20 14:06:45,rArkw1rEPqPGiZ-nFKJqYg,4.0,3.89,"",Sean,18
2FkJ8i8SFSEaDxU34tr5rg,Qa4eXuZ1IFPwnVXJcpZWtw,Real Sports,3.5,454,1,2013-10-02 12:14:28,fyua0LTTdwsOPMqomF5Zyg,4.0,3.89,"",Sean,18
2FkJ8i8SFSEaDxU34tr5rg,wSojc-y-d7MWiGWdy8deCg,Barque Smokehouse,4.0,482,1,2013-10-02 12:19:12,I1UDkM7dsAfN6m4sRKtDdA,4.0,3.89,"",Sean,18
2FkJ8i8SFSEaDxU34tr5rg,Cw7jwVBAahxMNcE_KijLWQ,Mr. Onions,4.0,14,0,2013-11-22 15:10:11,nZlTR82NWhm7tt9PxT6fwg,3.0,3.89,"",Sean,18
2FkJ8i8SFSEaDxU34tr5rg,lGhCcVyJFJxZeA78m7eVgw,Billy Jacks Po' Boys,3.0,35,0,2014-03-12 21:23:19,WYQnuDmxIvnICzSvS257LA,2.0,3.89,"",Sean,18
2G8CdzQkXzw4y928cx4kdQ,v_LG5tOinxf3ve5GAIZhjQ,Nandos Danforth,2.5,33,1,2019-09-16 23:17:32,Z2HdkGshxm8GSBxtqNQxKQ,1.0,3.4,"",Marina,18
2Tfxtv7B5k3dKVSmDnKzXA,nJBwEYaulNXHPAUP0OBRtg,FIKA,4.0,180,1,2015-06-04 02:02:54,UmoRb9Zyyw-gyOOqHwGjxA,1.0,3.59,"2012,2013,2014,2015,2016",Peter,248
2VIV59ZLSSLQtgjw5WkJcg,Dpl8d6eXq-YnF5zEV1cwMw,Poop Cafe,3.0,231,1,2018-01-14 22:43:25,uznNn6svxJL3GIzHARl7ew,1.0,1.0,"",Bobby,1
2YYobttCZ9WGXOiSRA1ikA,RtUvSWO_UZ8V3Wpj0n077w,KINKA IZAKAYA ORIGINAL,4.0,1592,1,2014-10-30 16:29:57,YQeKuqJ80rETQtyR-8x2Og,2.0,3.22,"",Marc,9
2dddjjR0Atzh6mUuTZngmw,RtUvSWO_UZ8V3Wpj0n077w,KINKA IZAKAYA ORIGINAL,4.0,1592,1,2018-11-01 18:25:16,yH3OUbyc7PubFaNuiZ-FPw,5.0,4.46,"",Serial Yelpe,13
2gLiCqW48BF1qJHH1kvuzA,pwtTn72x7Nqp1imaXw9LvQ,Mercatto,3.5,83,1,2015-05-14 22:12:51,TPwNWh_6FAftYJWxBsnh_w,5.0,4.36,"",Matt,14
2gcJ0RxWNfSKUPkeB-Y99A,oU42-XP4zvouwUw6TJNjnw,Urban Herbivore,3.5,102,0,2017-12-23 03:03:03,I-oYmC91tCthnfhbTCJ5WA,5.0,3.72,"2017,2018",Michael,303
2gcJ0RxWNfSKUPkeB-Y99A,68RCMLdDD1riqOgLJWZoaA,süüp health bar,3.5,23,0,2017-12-21 18:29:18,wu1I8A9MlWzHONV8oPHf5w,3.0,3.72,"2017,2018",Michael,303
2jpv0-kVsZ-piq2AxZE9qQ,RUd_M7DPJq1I3DPq0oF--w,Lahore Tikka House,3.5,494,1,2016-07-23 16:20:31,5d4m979XkItNV-M0TLDVGw,1.0,1.0,"",Maurice,2
2n5831pQffKrK143kcOr2w,cPXasVLtq_1gmuSg65TUfQ,Dragon Pearl Buffet,3.5,337,1,2018-10-21 01:07:41,MtYq7GcpgHTZAZp7DyrtIQ,3.0,3.67,"",Argie,3
2vanWbI0q9JmWMVul562TA,269jIQkeE98UJQUeCgQNuQ,Big Crow,4.0,143,0,2016-11-03 00:18:19,5WJPgkZIAnj51RsVP4RJ9Q,5.0,5.0,"",Laura,1
3-56W_2jJUMVYrDQ428kzg,V65Ffj_EDwOn75WcknbUdg,Amaya Express,2.0,45,1,2015-11-08 19:20:29,rqJKcDIdygxYMzgzIn4o1g,1.0,3.93,"2010,2011,2012,2013,2014",Vanessa,408
3-eFY_9ZrdyNQTGOXJVyvw,XR3B1OS2p9tCaRIK-LtULg,Nova Era Bakery,3.0,25,1,2011-12-15 04:19:50,u6pw3SOGg9VHCci46hji-w,1.0,1.0,"",Jane,1
3A9iw3Lp-R_G67KwORhV4w,Gc8xWVpbUlBYHAoOT9MTyQ,La Cubana,4.0,207,1,2017-10-03 20:34:12,rWlZW7ayrQD_URYe46H7aA,5.0,3.56,"",Rose,29
3A9iw3Lp-R_G67KwORhV4w,ByR685ThcDqQ_bb4A1oj_Q,Tea N Bannock,4.5,41,1,2017-10-04 00:34:08,3Hy_ymL3_dmQ5AmDiTH-jQ,5.0,3.56,"",Rose,29
3BDZ5yDsMaRad8MPdzd3nw,CJb52A28AcHQNMBP8RwDUA,Salad Days-Bay Adelaide Centre,3.0,11,1,2019-02-05 19:28:35,4cABBQ72WNSrqH4RlpWG2g,1.0,1.0,"",Mark,2
3XWVFKS-nPhH1Da-Gmnsrw,xjGmzH-oGoaoIMB4iDhSFA,Best Istanbul Restaurant,4.0,50,1,2018-06-09 21:58:50,HYYydJjvnY5aL1M2Tgx02Q,5.0,3.41,"",V,55
3XWVFKS-nPhH1Da-Gmnsrw,rvo-VcHpKy5aNTGA4mlZ_w,Big Smoke Burger,3.5,21,1,2019-07-09 18:46:50,jTNRm5dDwOIRQaaydI-Wcg,3.0,3.41,"",V,55
3XWVFKS-nPhH1Da-Gmnsrw,CCoe81nfcF8JxuINPZhtVQ,Efes Kebab House,4.5,26,1,2018-06-17 21:59:02,cAWZEXgjzPl6yfJJPZl_Og,2.0,3.41,"",V,55
3XWVFKS-nPhH1Da-Gmnsrw,lOKgoQtMhnlf6hWvrOiMtQ,JOEY Yorkdale,3.5,286,1,2019-10-07 16:12:33,0qQV4WCUujvya9EGBPZjig,3.0,3.41,"",V,55
3XWVFKS-nPhH1Da-Gmnsrw,m6ez2OnTHn2-XF40Ry3IuA,Pho Tién Phát,3.5,28,1,2018-10-12 22:47:14,AkLFH8i6U-ArJM3DB4GzeQ,4.0,3.41,"",V,55
3XWVFKS-nPhH1Da-Gmnsrw,9i7Gz3xaa-gwh1Fi3q1_kA,BlueBlood Steakhouse,3.5,93,1,2019-11-03 13:34:45,RTAg_z6bJ1PghPU3WtKMAA,5.0,3.41,"",V,55
3XWVFKS-nPhH1Da-Gmnsrw,67Pa_CtXthgJzXfY8JzLDQ,Holy Chuck,3.5,316,1,2016-09-18 23:38:03,qNXolwRyp9GqySlPoEan6w,2.0,3.41,"",V,55
3XWVFKS-nPhH1Da-Gmnsrw,BCknXEeT9vXQzKGHotsJKQ,Big Smoke Burger,3.0,77,1,2016-11-28 00:15:20,R7JiRgZr6icuSc0ENlOqgQ,2.0,3.41,"",V,55
3_odxcgAV6KU2IAanqQqvg,saijdv-vXJrvsCfvr7SZOw,Katsuya,4.5,383,1,2017-09-02 17:35:07,1ZpfLI4oH4eRBR29H18Icg,5.0,5.0,"",Adele,1
3jDize6lTFAFOEqI3AwlFg,xFkUn2tIJY0vkcm1Hl5m_A,Wahlburgers,2.5,303,1,2019-09-11 20:45:33,kkDcEyqxxIEX4PVibvK8Jg,3.0,4.5,"",John,4
3oTqmhwPKyqoJKKS9BnNWQ,9ot8oInkYZTt6wkkGe__vQ,Auberge du Pommier,4.0,343,1,2017-09-17 00:07:17,bHf0Y3n6NAbHyDmfuPiM7g,4.0,3.23,"",Nick,155
42H9do0SNb-HoK2uP84vHw,mZRKH9ngRY92bI_irrHq6w,Richmond Station,4.5,751,1,2018-12-23 14:39:38,sYIIr_BGlLNF9oEt2mBbBQ,5.0,3.2,"",Dennis,5
42H9do0SNb-HoK2uP84vHw,cFyXbPxTAwKRlIqe-XLMcw,STACK,4.0,277,1,2018-12-21 18:43:01,nXmlJ0bmyWs_Pla_E0iP_w,4.0,3.2,"",Dennis,5
45cCCx7K--FR7Q8KyhjKeQ,oRgoOhwCex1X9j1iQ9ou3w,Crown Prince Fine Dining & Banquet,3.5,192,1,2017-01-04 19:32:08,jkSLNX53c91RwJaWcOxN9Q,1.0,1.0,"",Liz,1
4IodauuzUjIEH7oHCQEgSg,r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,4.5,2758,1,2018-03-06 18:48:27,Uuoi92PHHjftFt7T4Xee7g,4.0,3.73,"",Elaine,70
4IodauuzUjIEH7oHCQEgSg,B70iTJjcPkuYn8ouUewWgw,Gusto 101,4.0,956,1,2018-03-03 21:14:13,3EnImAtxhHEAKh_fM-Mpug,4.0,3.73,"",Elaine,70
4PAhYHS1QiPNhy_UbrcvRg,hjDM6ylmxALkTdKMB-aybQ,United Bakers Dairy Restaurant,3.5,81,1,2016-10-21 00:03:28,RWG9R0yNit9tl-Bt1LWcTA,5.0,5.0,"",Ross,2
4ToZ2vy_1RxvG78jEsDe2g,QoXT0qI6_3WeHImUuLAyjg,The George Street Diner,3.5,127,1,2014-07-07 21:36:22,sUnal4-17o8rIEfheNbGVA,1.0,1.0,"",Gary,1
4hNVbOPypNL1rVgo8YSe3A,Uw-kIS3HTuAohfg0edQZ3Q,Joy Bistro,3.0,132,0,2013-01-20 01:51:23,j96QH3qMkSvz4n2aBgXnvw,4.0,4.22,"",Diana,9
4hNVbOPypNL1rVgo8YSe3A,aQXzyObFK-Frx1fM_hLhew,Kumo Japanese Restaurant,4.0,117,1,2012-09-02 03:26:15,x66bXNS71sWY5REKUJf2hQ,5.0,4.22,"",Diana,9
4hNVbOPypNL1rVgo8YSe3A,tTx6Ac4yQWNnRW2qMHFztg,Yumi Japanese Restaurant,3.5,40,1,2015-07-19 11:42:14,P38qz-UoonHf7Ogqbq-PqQ,2.0,4.22,"",Diana,9
4hNVbOPypNL1rVgo8YSe3A,AMIAKhunQPhQc0BiZtKqCA,Otoro Sushi,4.5,11,1,2019-02-01 23:11:38,j6ICieQVQXN2L0kkD5ertA,5.0,4.22,"",Diana,9
4hNVbOPypNL1rVgo8YSe3A,Zkw7LIIKJWHsdxkqU5VwXQ,Ka Chi,3.5,46,1,2017-05-20 22:04:25,vIODRarjvx17FI6ZtRPZqg,2.0,4.22,"",Diana,9
4hNVbOPypNL1rVgo8YSe3A,N93EYZy9R0sdlEvubu94ig,Banh Mi Boys,4.5,1097,1,2015-07-19 11:37:36,smvF5jAsoU0yET_o0D6pFg,5.0,4.22,"",Diana,9
4sa0cSQlG_LxRMTnKYJvxA,6ALBeke4yZcCorqLMvpFoA,Easy Breakfast,3.5,122,1,2018-07-23 18:14:02,XpjcrOmn5OiAnz_Gwnc_hg,3.0,4.18,"2016,2017,2018",Sarah,511
5DJjxBFgJiyACDgw9TenXQ,ew1g8MSS7dPxBtOMnIcDzQ,Freshii,3.0,12,1,2018-12-23 17:08:45,lZTghI7JQ-49qN6u1767yg,2.0,1.83,"",Dave,6
5L6jkxWlbBO3YWP6kQ2VrQ,PjtX-5vSTBVyWfMREX8bRA,Capitano Burgers & Gelato,4.0,79,0,2014-02-06 16:46:53,nXryY_tbe7wbJ50Q0Qyobw,5.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,PjtX-5vSTBVyWfMREX8bRA,Capitano Burgers & Gelato,4.0,79,0,2015-04-27 23:25:31,KhH1QXMO6wPUoqSys3C5VQ,2.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,PjtX-5vSTBVyWfMREX8bRA,Capitano Burgers & Gelato,4.0,79,0,2014-07-31 18:21:46,ctg_M7QNoaxpTNXK3zp5Vw,5.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,PjtX-5vSTBVyWfMREX8bRA,Capitano Burgers & Gelato,4.0,79,0,2013-05-29 16:54:05,ywYcOVcz_03gN75mX8tSmQ,4.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,cVlW0omVTRaVJqnT-OBBsQ,Piola,3.5,70,0,2013-08-30 18:36:05,EyTlS_mJKLuAd-MSwlcxLA,4.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,3num8fBJ9Z0T_HfshUNcrA,Geraldine,3.5,19,0,2014-07-14 01:15:45,lEswdtcE5fJpUPhksXekfQ,1.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,HkHTdTvzbn-bmeQv_-2u0Q,Bannock,3.5,528,1,2014-02-27 16:26:44,VCe9TOuQ5nkwRjdHzQZ5Cw,4.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,cj_9eTPR0JBqk9qt2VmzFw,Hodo Kwaja,4.5,212,1,2016-10-13 19:44:34,RE3Z4wP9Ric9HceEuLHEHA,4.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,JtrBa5-T6QLXv3y5_ACTkg,Doo Roo Ae,4.0,72,1,2015-01-20 01:38:17,KKjQTA9BpkihFMynGI30Uw,5.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,SWpJG44iX0fw18zYZifcRA,Thai One On,2.0,30,1,2014-11-07 03:38:39,36AyLoSvtge7_WlWNnz8pQ,2.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,yg_A_TpYkJjr1fef0J6QkQ,Konjiki Ramen,4.0,555,1,2018-02-02 21:17:15,hOHqCml8tZbCL8Q4Z4lWgA,4.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,m38PfxkTGgINuArSTX16iQ,Curry & Co,4.0,35,0,2017-06-27 17:49:29,UHcTGH69g9zaxIxoONinkA,4.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,1DtyA7pnc66hTkv64lKlzw,Takht-e Tavoos,4.5,124,1,2018-10-30 17:52:48,NjnllHCho9vSJ09qqIDe4g,4.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,3_HrWm4qrzTN0gAC_CrfTQ,Crêpe It Up,4.0,140,0,2013-12-08 21:02:26,2DIIewjGLaZgbeU2Koa3pA,4.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,dGuQLP6T2Jg3IIES8Lb2bA,Potbelly Sandwich Shop,3.5,33,0,2018-12-07 19:58:12,ZKyyoD0gFAdtDgZie_BMRA,4.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
5L6jkxWlbBO3YWP6kQ2VrQ,J-SZZniOp7nNsCNbj5rIUQ,New Generation Sushi,3.5,236,0,2014-11-03 02:50:48,kHgais3w2W6RAKsYNJ_7hQ,4.0,3.65,"2013,2014,2015,2016,2017,2018",Ell,131
